,Customer_ID,SSN,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
11867,CUS_0xc0d9,762522841,33,Accountant,17078.49,1256.21,3,7,10.0,2,"Personal Loan, and Payday Loan",3,12,9.885,1,Good,1048.53,32.61625,23 Years and 8 Months,No,22.18,120.23375,Low_spent_Small_value_payments,273.9725,Poor
11868,CUS_0xc0e2,866549066,14,Teacher,30624.62,2319.05,7,7,11.0,6,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Personal Loan, and Student Loan",6,18,12.36,7,Standard,1738.56,32.025,9 Years and 1 Months,Yes,111.84,115.32875,Low_spent_Large_value_payments,274.7325,Standard
11869,CUS_0xc0e7,361447164,36,Accountant,28468.13,2587.34,3,1,3.0,3,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",14,5,6.55,3,Good,952.39,33.75125,20 Years and 4 Months,No,64.52,107.74625,High_spent_Large_value_payments,346.27875,Good
11870,CUS_0xc0f3,734448987,41,Musician,90438.88,7440.57,8,6,10.0,3,"Payday Loan, Debt Consolidation Loan, and Student Loan",15,14,11.515,0,Standard,898.09,32.5375,32 Years and 9 Months,Yes,176.25,292.82874999999996,High_spent_Medium_value_payments,531.225,Standard
11871,CUS_0xc0f6,773236801,23,Developer,177330.24,14601.52,2,5,8.0,3,"Auto Loan, Home Equity Loan, and Student Loan",12,7,10.98,3,Good,529.85,34.10125,28 Years and 10 Months,No,435.35,500.3825,Low_spent_Medium_value_payments,737.57125,Standard
11872,CUS_0xc0f8,346226698,42,Mechanic,134439.4,11030.28,0,3,2.0,2,"Student Loan, and Auto Loan",0,9,11.945,4,Good,199.96,33.5425,22 Years and 10 Months,No,158.04,553.4275,High_spent_Large_value_payments,819.2975,Standard
11873,CUS_0xc0fd,503384873,31,Writer,29895.53,2246.29,4,5,8.0,0,No Loan,5,0,3.095,2,Good,878.78,29.86625,26 Years and 2 Months,No,0.0,177.26,High_spent_Medium_value_payments,321.12,Good
11874,CUS_0xc0ff,208901240,18,Writer,12941.14,1201.43,5,4,20.0,7,"Personal Loan, Student Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",19,10,5.94,7,Standard,219.36,30.052500000000002,11 Years and 5 Months,Yes,74.95,85.99375,Low_spent_Large_value_payments,241.11124999999998,Standard
11875,CUS_0xc10,643787692,18,Teacher,127464.8,10572.07,7,4,14.0,1,Home Equity Loan,26,16,11.355,0,Standard,917.37,33.53125,18 Years and 3 Months,Yes,85.26,375.13875,High_spent_Small_value_payments,853.05375,Standard
11876,CUS_0xc106,957593053,29,Teacher,28081.94,2406.16,5,6,2.0,1,Personal Loan,14,19,12.99,0,Good,233.76,32.68375,19 Years and 8 Months,No,18.29,143.4825,Low_spent_Small_value_payments,355.09000000000003,Good
11877,CUS_0xc113,993821651,28,Mechanic,65397.5,5287.79,6,6,18.0,0,No Loan,12,10,4.26,5,Standard,1392.76,31.755000000000003,30 Years and 11 Months,Yes,0.0,311.5875,High_spent_Medium_value_payments,484.69125,Standard
11878,CUS_0xc118,626842639,29,Journalist,56693.96,4662.5,7,5,24.0,4,"Auto Loan, Not Specified, Credit-Builder Loan, and Auto Loan",19,21,6.99,12,Bad,1974.3,30.10125,19 Years and 2 Months,Yes,113.55,247.03125,Low_spent_Small_value_payments,379.41875,Poor
11879,CUS_0xc11e,797258389,35,Entrepreneur,16511.46,1554.95,8,5,15.0,4,"Student Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",18,12,6.835000000000001,5,Standard,84.74,30.6675,21 Years and 1 Months,No,40.61,141.3,Low_spent_Small_value_payments,255.10875,Standard
11880,CUS_0xc11f,672972497,29,Journalist,16517.73,1423.48,6,8,29.0,7,"Not Specified, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Student Loan",48,19,26.54,8,Bad,4953.29,31.83,0 Years and 11 Months,Yes,58.07,107.04875,Low_spent_Small_value_payments,269.9775,Standard
11881,CUS_0xc122,225253228,50,Scientist,112056.36,9485.03,5,6,12.0,2,"Personal Loan, and Credit-Builder Loan",15,19,17.865,1,Standard,824.36,33.95,31 Years and 10 Months,Yes,117.24,360.39,Low_spent_Small_value_payments,817.8025,Poor
11882,CUS_0xc125,840415035,44,Scientist,91869.45,7426.79,5,4,8.0,3,"Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",14,8,11.02,1,Good,135.37,30.04,30 Years and 7 Months,No,168.2,438.005,High_spent_Large_value_payments,405.22499999999997,Standard
11883,CUS_0xc127,596276018,42,Mechanic,15762.82,1216.57,3,5,7.0,3,"Not Specified, Personal Loan, and Student Loan",24,14,10.68,1,Standard,537.23,32.6325,30 Years and 1 Months,No,19.78,100.3075,Low_spent_Medium_value_payments,273.96375,Standard
11884,CUS_0xc12b,142519683,25,Mechanic,71208.16,6029.01,6,7,16.0,7,"Auto Loan, Mortgage Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, and Personal Loan",21,23,1.73,6,Bad,1358.23,35.1175,15 Years and 4 Months,Yes,285.27,239.43625,Low_spent_Medium_value_payments,336.94375,Poor
11885,CUS_0xc12e,734019522,40,Engineer,33828.19,2917.02,3,7,5.0,0,No Loan,26,17,8.91,1,Standard,1123.09,31.50875,25 Years and 2 Months,No,0.0,120.51625,High_spent_Medium_value_payments,436.53999999999996,Standard
11886,CUS_0xc12f,90992550,36,Entrepreneur,131165.24,10746.44,2,7,11.0,3,"Home Equity Loan, Auto Loan, and Student Loan",1,1,10.56,0,Good,124.81,34.51,17 Years and 1 Months,No,244.98,377.0025,High_spent_Large_value_payments,710.1575,Standard
11887,CUS_0xc13,667646394,42,Developer,30366.16,2329.51,7,4,18.0,4,"Not Specified, Auto Loan, Auto Loan, and Debt Consolidation Loan",12,8,12.36,1,Standard,804.31,33.72625,19 Years and 11 Months,Yes,62.0,122.63,High_spent_Medium_value_payments,288.70375,Poor
11888,CUS_0xc131,910058770,43,Writer,7893.88,900.82,8,8,17.0,5,"Student Loan, Payday Loan, Not Specified, Credit-Builder Loan, and Payday Loan",53,19,17.47,6,Standard,1883.89,29.744999999999997,11 Years and 10 Months,Yes,24.0,57.3625,High_spent_Small_value_payments,282.2475,Poor
11889,CUS_0xc134,494801634,38,Accountant,86529.48,7463.79,7,5,19.0,2,"Mortgage Loan, and Credit-Builder Loan",5,9,8.095,1,Standard,1102.41,35.75125,19 Years and 2 Months,No,86.6,311.0825,High_spent_Medium_value_payments,606.1975,Standard
11890,CUS_0xc140,982149347,20,Entrepreneur,17844.19,1723.02,4,6,14.0,4,"Home Equity Loan, Not Specified, Personal Loan, and Auto Loan",26,19,3.84,4,Standard,84.95,31.775,22 Years and 4 Months,Yes,53.4,98.05,Low_spent_Medium_value_payments,288.3825,Standard
11891,CUS_0xc142,413908106,44,Doctor,14080.81,1142.4,3,5,30.0,4,"Not Specified, Auto Loan, Payday Loan, and Debt Consolidation Loan",7,15,15.715,9,Standard,1334.8,30.355,10 Years and 9 Months,Yes,33.34,93.73125,Low_spent_Medium_value_payments,269.66875,Poor
11892,CUS_0xc143,149836966,24,Lawyer,20395.54,1909.63,3,3,20.0,2,"Mortgage Loan, and Home Equity Loan",7,10,9.01,4,Standard,451.16,32.54,23 Years and 10 Months,No,19.49,117.77875,Low_spent_Small_value_payments,346.2075,Standard
11893,CUS_0xc144,15725418,19,Entrepreneur,29043.01,2326.25,8,7,15.0,7,"Student Loan, Personal Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",23,18,18.505,8,Standard,1434.58,31.51125,17 Years and 3 Months,Yes,153.66,63.9875,Low_spent_Medium_value_payments,254.64375,Good
11894,CUS_0xc146,178304421,54,Teacher,83859.84,6759.32,8,4,14.0,0,No Loan,26,15,7.91,1,Standard,881.24,33.074999999999996,18 Years and 2 Months,No,0.0,331.94875,High_spent_Large_value_payments,603.9825,Standard
11895,CUS_0xc14e,73882612,31,Engineer,42578.46,3811.2,10,7,34.0,5,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Personal Loan",27,17,21.595,7,Bad,3538.34,33.2975,0 Years and 6 Months,Yes,109.68,199.62,Low_spent_Small_value_payments,345.31125,Poor
11896,CUS_0xc150,154132333,48,Lawyer,31016.6,2653.72,8,4,5.0,1,Personal Loan,27,17,2.29,4,Good,143.75,33.79875,19 Years and 5 Months,No,15.45,128.8425,Low_spent_Large_value_payments,391.08,Good
11897,CUS_0xc156,417453942,39,Writer,31369.58,2607.13,8,9,27.0,8,"Home Equity Loan, Not Specified, Not Specified, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Personal Loan",30,22,18.95,7,Bad,4259.91,31.052500000000002,11 Years and 11 Months,Yes,171.75,125.52375,High_spent_Large_value_payments,227.19,Standard
11898,CUS_0xc15d,418874329,44,Architect,37681.01,3164.08,5,5,11.0,0,No Loan,22,9,8.58,3,Good,189.78,32.45,15 Years and 1 Months,No,0.0,119.05375,High_spent_Small_value_payments,440.8025,Poor
11899,CUS_0xc163,552867671,19,Media_Manager,40327.22,3595.6,5,5,7.0,0,No Loan,13,0,7.87,4,Good,1073.76,30.82875,21 Years and 5 Months,No,0.0,194.635,Low_spent_Small_value_payments,434.925,Standard
11900,CUS_0xc165,200205107,48,Musician,16518.58,1563.55,1,5,9.0,4,"Student Loan, Home Equity Loan, Payday Loan, and Student Loan",3,9,11.67,5,Good,272.0,29.786250000000003,29 Years and 7 Months,No,47.62,82.40375,Low_spent_Large_value_payments,289.49875,Good
11901,CUS_0xc166,466098122,55,Architect,107836.32,9251.36,3,6,16.0,3,"Mortgage Loan, Personal Loan, and Payday Loan",20,17,2.29,0,Standard,1045.39,32.9725,19 Years and 7 Months,No,231.24,368.82,High_spent_Medium_value_payments,691.23875,Standard
11902,CUS_0xc16d,821700182,21,Writer,17515.75,1691.65,7,9,27.0,6,"Personal Loan, Student Loan, Debt Consolidation Loan, Personal Loan, Not Specified, and Not Specified",55,19,8.465,6,Bad,3842.22,32.72875,7 Years and 4 Months,Yes,79.94,136.32750000000001,Low_spent_Small_value_payments,236.85750000000002,Poor
11903,CUS_0xc173,419531975,34,Lawyer,40743.16,3595.45625,6,9,19.0,5,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",24,21,29.12,10,Bad,2791.95,30.886249999999997,5 Years and 8 Months,Yes,199.58375,308.45875,High_spent_Small_value_payments,205.03125,Standard
11904,CUS_0xc17f,177971122,34,Entrepreneur,42915.24,3705.27,5,4,10.0,7,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, and Auto Loan",26,18,14.455,5,Standard,2546.8,30.3,10 Years and 7 Months,Yes,209.69,124.63875,High_spent_Medium_value_payments,288.695,Standard
11905,CUS_0xc180,430273043,38,Writer,83552.12,6780.68,7,7,28.0,3,"Home Equity Loan, Payday Loan, and Not Specified",48,9,10.82,12,Standard,1365.36,33.41875,7 Years and 10 Months,Yes,161.48,278.88750000000005,Low_spent_Medium_value_payments,507.51625,Standard
11906,CUS_0xc181,675087274,36,Teacher,25567.26,1970.61,3,7,15.0,3,"Debt Consolidation Loan, Payday Loan, and Personal Loan",22,8,10.5,5,Standard,1446.82,30.57,21 Years and 4 Months,Yes,44.83,134.83875,High_spent_Small_value_payments,299.2725,Standard
11907,CUS_0xc187,112670429,21,Lawyer,19223.44,1476.95,5,5,28.0,7,"Home Equity Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Payday Loan, and Mortgage Loan",28,9,8.435,8,Standard,1639.82,29.00625,12 Years and 9 Months,Yes,63.99,122.345,Low_spent_Small_value_payments,241.66250000000002,Poor
11908,CUS_0xc18b,90198485,25,Musician,29228.18,2695.68,7,5,9.0,0,No Loan,14,17,13.92,2,Standard,1478.07,31.2025,25 Years and 11 Months,Yes,0.0,168.01624999999999,Low_spent_Small_value_payments,370.30375,Standard
11909,CUS_0xc18e,355284498,45,Musician,172205.96,14293.5,2,2,7.0,2,"Personal Loan, and Home Equity Loan",15,2,6.12,1,Good,1224.88,36.425,24 Years and 11 Months,No,175.6,601.21375,High_spent_Large_value_payments,1060.52,Good
11910,CUS_0xc18f,686709142,32,Manager,123028.6,10017.38,4,7,4.0,3,"Credit-Builder Loan, Home Equity Loan, and Not Specified",12,9,2.395,3,Good,1361.12,33.205,27 Years and 11 Months,No,214.27,324.12,High_spent_Medium_value_payments,715.84875,Good
11911,CUS_0xc190,876145901,26,Developer,48537.12,3810.76,9,5,23.0,7,"Payday Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",55,19,5.64,10,Bad,3401.55,30.04625,10 Years and 2 Months,Yes,255.52,167.61,Low_spent_Small_value_payments,230.405,Poor
11912,CUS_0xc192,697744378,19,Scientist,30012.83,2239.07,5,5,2.0,1,Student Loan,20,8,5.94,0,Good,1478.4,34.415,25 Years and 11 Months,No,15.03,141.22875,High_spent_Medium_value_payments,333.89875,Good
11913,CUS_0xc195,939960773,24,Mechanic,81842.52,6733.21,6,6,18.0,7,"Home Equity Loan, Payday Loan, Payday Loan, Not Specified, Mortgage Loan, Student Loan, and Debt Consolidation Loan",50,20,29.98,12,Bad,3127.09,33.0625,11 Years and 4 Months,Yes,322.08,381.4975,High_spent_Large_value_payments,401.71,Standard
11914,CUS_0xc19f,52173249,42,Manager,31239.32,2513.28,9,6,26.0,6,"Mortgage Loan, Mortgage Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",58,21,27.605,9,Bad,2585.96,32.963750000000005,10 Years and 8 Months,Yes,141.1,129.10875,Low_spent_Small_value_payments,259.90875,Standard
11915,CUS_0xc1a1,858870851,31,Manager,112460.88,9213.74,2,4,9.0,1,Debt Consolidation Loan,29,10,10.04,2,Good,208.84,38.425,15 Years and 5 Months,No,86.61,375.41875000000005,Low_spent_Small_value_payments,627.22125,Poor
11916,CUS_0xc1a2,342862325,39,Accountant,73948.04,6025.34,6,3,13.0,1,Payday Loan,11,15,15.34,1,Standard,359.14,33.1075,25 Years and 10 Months,Yes,58.02,194.46125,Low_spent_Large_value_payments,600.05625,Standard
11917,CUS_0xc1a6,8576946,32,Manager,12805.5,1188.12,4,7,20.0,2,"Mortgage Loan, and Auto Loan",24,18,2.67,4,Standard,1376.62,31.87875,29 Years and 4 Months,No,16.1,86.30875,Low_spent_Small_value_payments,296.40625,Standard
11918,CUS_0xc1a7,730892289,43,Musician,14656.41,1024.37,5,5,15.0,5,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Personal Loan, and Not Specified",11,20,7.565,11,Standard,1328.53,34.426249999999996,7 Years and 5 Months,Yes,39.2,90.73375,Low_spent_Small_value_payments,256.64875,Standard
11919,CUS_0xc1b3,454728750,55,Media_Manager,15466.06,1394.84,7,7,17.0,2,"Credit-Builder Loan, and Not Specified",20,8,10.19,4,Standard,883.26,30.565,15 Years and 8 Months,Yes,25.51,69.3575,Low_spent_Small_value_payments,317.05125,Standard
11920,CUS_0xc1b4,130225184,24,Teacher,128675.76,10313.59375,4,4,6.0,2,"Credit-Builder Loan, and Not Specified",13,10,6.425,3,Good,53.79,33.21875,32 Years and 3 Months,No,199.88,480.0125,High_spent_Small_value_payments,698.1275,Good
11921,CUS_0xc1b6,191907135,40,Teacher,26523.72,1915.31,5,3,6.0,5,"Personal Loan, Personal Loan, Payday Loan, Auto Loan, and Student Loan",19,17,12.805,6,Standard,368.29,30.615000000000002,17 Years and 8 Months,Yes,63.98,118.49625,Low_spent_Medium_value_payments,281.55,Standard
11922,CUS_0xc1b8,539377476,27,Entrepreneur,59377.14,5040.1,8,3,15.0,7,"Mortgage Loan, Auto Loan, Mortgage Loan, Not Specified, Home Equity Loan, Mortgage Loan, and Mortgage Loan",19,13,15.465,12,Standard,1342.14,32.44375,12 Years and 7 Months,Yes,214.17,271.04,High_spent_Medium_value_payments,365.835,Poor
11923,CUS_0xc1b9,98045169,39,Lawyer,152483.32,12747.94,5,4,1.0,2,"Student Loan, and Home Equity Loan",0,1,5.22,4,Good,678.31,37.43875,27 Years and 10 Months,No,209.49,416.285,High_spent_Large_value_payments,1037.5575,Standard
11924,CUS_0xc1bb,859836342,25,Doctor,28097.2,2397.43,0,7,4.0,0,No Loan,6,9,4.815,1,Good,644.34,29.68,29 Years and 3 Months,No,0.0,114.99375,Low_spent_Small_value_payments,406.09625,Good
11925,CUS_0xc1bf,668632486,43,Entrepreneur,16750.82,1252.9,6,7,25.0,5,"Personal Loan, Student Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",33,16,29.46,8,Bad,2765.09,31.2325,9 Years and 8 Months,Yes,36.88,108.76875,Low_spent_Small_value_payments,263.3975,Poor
11926,CUS_0xc1c,518637829,47,Journalist,32123.85,2951.99,1,3,9.0,1,Payday Loan,7,3,4.84,2,Good,106.9,32.0075,29 Years and 2 Months,No,15.01,131.43875,Low_spent_Large_value_payments,410.865,Poor
11927,CUS_0xc1c6,807959558,31,Manager,134504.68,11187.72,0,2,8.0,1,Credit-Builder Loan,6,6,3.21,4,Good,1193.54,33.25,32 Years and 4 Months,No,72.81,487.14,Low_spent_Medium_value_payments,732.8824999999999,Good
11928,CUS_0xc1c9,85101065,45,Architect,24199.24,1951.6,3,7,6.0,1,Credit-Builder Loan,29,14,0.795,2,Good,784.35,33.86125,21 Years and 1 Months,No,13.89,80.0625,High_spent_Large_value_payments,363.77,Good
11929,CUS_0xc1cc,54044459,43,Architect,102626.97,8733.25,1,4,2.0,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",1,5,8.655,2,Good,1179.1,31.8025,30 Years and 8 Months,No,223.41,212.81125,Low_spent_Large_value_payments,685.85625,Good
11930,CUS_0xc1ce,332590166,16,Musician,18721.87,1740.16,8,5,18.0,5,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,18,17.91,6,Standard,1677.67,33.29,14 Years and 2 Months,Yes,46.05,85.53750000000001,Low_spent_Small_value_payments,307.43125,Standard
11931,CUS_0xc1d7,905307439,24,Musician,152947.12,12772.59,1,3,2.0,1,Auto Loan,11,1,2.135,3,Good,1227.12,35.5125,32 Years and 8 Months,No,75.19,661.9725,Low_spent_Large_value_payments,802.5925,Good
11932,CUS_0xc1d9,940722892,41,Media_Manager,78860.2,6332.68,8,4,6.0,0,No Loan,21,8,12.19,3,Standard,836.53,36.0975,18 Years and 7 Months,Yes,0.0,238.255,High_spent_Medium_value_payments,658.75875,Good
11933,CUS_0xc1db,471057263,28,Musician,17951.3,1342.94,3,4,20.0,7,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Personal Loan, and Personal Loan",29,9,18.145,8,Standard,664.65,30.911250000000003,18 Years and 1 Months,Yes,62.69,62.665,High_spent_Large_value_payments,286.43874999999997,Standard
11934,CUS_0xc1dc,516830790,41,Writer,61355.12,5180.93,6,7,8.0,0,No Loan,23,7,5.36,2,Standard,428.61,33.61125,21 Years and 3 Months,No,0.0,242.27375,Low_spent_Small_value_payments,550.29375,Standard
11935,CUS_0xc1e7,475264534,24,Journalist,38721.44,3340.79,6,6,19.0,5,"Mortgage Loan, Home Equity Loan, Payday Loan, Not Specified, and Student Loan",24,20,21.495,8,Bad,3467.82,31.6325,13 Years and 2 Months,Yes,87.27,116.88125,High_spent_Medium_value_payments,389.92875,Standard
11936,CUS_0xc1e8,501970944,35,Developer,35255.26,2667.94,2,3,3.0,4,"Credit-Builder Loan, Auto Loan, Student Loan, and Not Specified",5,6,7.615,0,Good,88.52,29.5825,29 Years and 8 Months,No,76.88,95.31375,Low_spent_Medium_value_payments,350.91625,Standard
11937,CUS_0xc1e9,582299428,22,Scientist,38535.5,3368.8025,6,8,32.0,2,"Credit-Builder Loan, and Student Loan",34,18,5.585,9,Bad,2137.77,32.12875,5 Years and 2 Months,Yes,149.4,132.05125,High_spent_Medium_value_payments,427.75125,Standard
11938,CUS_0xc1ec,89082627,14,Entrepreneur,40976.22,3473.68,4,7,5.0,3,"Payday Loan, Home Equity Loan, and Student Loan",23,10,12.24,6,Standard,1332.82,36.30125,17 Years and 2 Months,Yes,79.11,180.02875,Low_spent_Small_value_payments,361.97625,Standard
11939,CUS_0xc1f,161090372,20,Architect,9000.42,703.04,7,4,31.0,3,"Debt Consolidation Loan, Auto Loan, and Personal Loan",22,8,19.28,6,Standard,1662.33,33.6875,14 Years and 4 Months,Yes,11.68,63.51,Low_spent_Small_value_payments,278.86125,Poor
11940,CUS_0xc1f0,653555390,30,Manager,68130.21,5903.52,7,5,19.0,2,"Personal Loan, and Home Equity Loan",24,16,13.25,5,Standard,1069.66,29.37125,16 Years and 10 Months,Yes,58.25,440.01125,Low_spent_Large_value_payments,386.28249999999997,Standard
11941,CUS_0xc1f7,136724563,38,Entrepreneur,97826.07,8406.17,5,3,15.0,4,"Mortgage Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",12,11,15.97,5,Standard,395.61,33.2425,6 Years and 2 Months,Yes,295.68,388.88625,High_spent_Large_value_payments,416.0475,Standard
11942,CUS_0xc1fa,7694984,45,Teacher,108064.48,8933.37,6,6,15.0,4,"Not Specified, Payday Loan, Not Specified, and Home Equity Loan",14,13,3.37,2,Standard,474.74,35.66625,18 Years and 4 Months,Yes,272.1,381.92375,High_spent_Medium_value_payments,480.42625,Standard
11943,CUS_0xc1fe,567387886,14,Developer,39215.88,3419.99,5,6,13.0,6,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",8,18,17.725,5,Standard,1903.55,31.220000000000002,10 Years and 10 Months,Yes,159.12,101.96,High_spent_Large_value_payments,308.09125,Poor
11944,CUS_0xc203,579009945,23,Manager,14143.68,925.64,7,10,26.0,9,"Payday Loan, Student Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",38,15,28.935,7,Bad,3729.82,29.6,2 Years and 11 Months,Yes,99.62,51.13875,Low_spent_Medium_value_payments,215.96125,Standard
11945,CUS_0xc204,805679755,22,Lawyer,33610.36,2857.86,5,5,27.0,7,"Auto Loan, Personal Loan, Mortgage Loan, Not Specified, Payday Loan, Personal Loan, and Student Loan",19,15,16.16,13,Standard,2228.91,32.37875,7 Years and 8 Months,Yes,162.77,204.905,High_spent_Small_value_payments,194.365,Poor
11946,CUS_0xc205,198868137,41,Mechanic,106550.19,8804.18,4,7,16.0,3,"Payday Loan, Auto Loan, and Auto Loan",21,14,15.864999999999998,0,Standard,401.46,35.265,24 Years and 9 Months,Yes,185.49,330.13374999999996,High_spent_Large_value_payments,621.04375,Good
11947,CUS_0xc206,941206495,22,Lawyer,42787.44,3802.62,7,10,21.0,2,"Home Equity Loan, and Mortgage Loan",52,18,15.01,14,Bad,2543.89,32.23375,14 Years and 8 Months,Yes,71.19,183.07999999999998,Low_spent_Large_value_payments,390.9975,Poor
11948,CUS_0xc208,907252458,24,Engineer,26463.44,2341.29,3,4,16.0,2,"Personal Loan, and Debt Consolidation Loan",9,8,13.75,3,Standard,931.37,31.435000000000002,23 Years and 10 Months,Yes,31.2,156.4,Low_spent_Medium_value_payments,316.37,Standard
11949,CUS_0xc211,884431819,33,Architect,22252.63,1826.39,8,6,8.0,2,"Mortgage Loan, and Auto Loan",20,13,18.3,6,Standard,358.36,30.675,30 Years and 10 Months,Yes,28.04,73.24875,Low_spent_Small_value_payments,348.86875,Standard
11950,CUS_0xc216,11441570,15,Scientist,19028.45,1497.7,9,10,15.0,7,"Credit-Builder Loan, Auto Loan, Personal Loan, Student Loan, Auto Loan, Personal Loan, and Student Loan",40,18,16.285,6,Bad,2600.23,29.0225,12 Years and 4 Months,Yes,78.85,140.94,Low_spent_Small_value_payments,211.23,Poor
11951,CUS_0xc218,856652141,15,Media_Manager,37240.22,3313.35,6,10,16.0,3,"Payday Loan, Debt Consolidation Loan, and Mortgage Loan",12,19,12.98,8,Standard,1765.75,30.61125,8 Years and 1 Months,Yes,58.23,170.95,High_spent_Small_value_payments,369.65625,Poor
11952,CUS_0xc21e,573815193,49,Entrepreneur,29470.76,2251.9,0,4,9.0,4,"Payday Loan, Personal Loan, Auto Loan, and Not Specified",14,8,5.79,4,Good,557.5,35.64375,22 Years and 1 Months,No,79.5,142.25375000000003,Low_spent_Small_value_payments,295.84875,Good
11953,CUS_0xc21f,588463067,38,Teacher,78385.2,6744.1,9,5,21.0,8,"Personal Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Personal Loan, Student Loan, Student Loan, and Student Loan",33,17,18.06,10,Bad,3276.46,30.490000000000002,8 Years and 8 Months,Yes,454.53,338.12624999999997,High_spent_Small_value_payments,246.40875,Standard
11954,CUS_0xc222,937984347,43,Architect,57507.24,4906.2375,6,6,9.0,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Not Specified",16,16,13.49,5,Standard,1278.15,31.5325,18 Years and 5 Months,Yes,404.46999999999997,156.33125,Low_spent_Medium_value_payments,296.9,Standard
11955,CUS_0xc22c,76845319,18,Developer,69428.72,5721.73,10,8,18.0,4,"Mortgage Loan, Payday Loan, Payday Loan, and Student Loan",40,15,3.19,12,Bad,2474.96,34.85625,10 Years and 10 Months,Yes,178.06,226.14124999999999,High_spent_Large_value_payments,430.47125000000005,Poor
11956,CUS_0xc22f,795349348,33,Scientist,34671.15,2637.26,4,3,16.0,2,"Auto Loan, and Home Equity Loan",21,19,11.77,3,Standard,1071.97,31.0225,21 Years and 3 Months,Yes,52.34,114.70625,Low_spent_Small_value_payments,361.68375000000003,Standard
11957,CUS_0xc23c,34975921,38,Media_Manager,16647.05,1097.25,10,10,21.0,6,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",55,23,3.14,10,Bad,3694.86,27.7675,4 Years and 2 Months,Yes,67.45,85.37875,Low_spent_Small_value_payments,242.605,Poor
11958,CUS_0xc23d,31883485,30,Scientist,174179.64,14346.97,1,7,8.0,1,Personal Loan,7,8,5.305,4,Good,1355.93,38.22375,28 Years and 11 Months,No,123.43,501.49875000000003,High_spent_Large_value_payments,1277.8525,Standard
11959,CUS_0xc242,854442997,18,Mechanic,17018.45,1188.2,8,6,25.0,7,"Payday Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",15,20,15.85,14,Bad,4742.17,31.3575,3 Years and 1 Months,Yes,62.53,47.401250000000005,Low_spent_Small_value_payments,278.895,Standard
11960,CUS_0xc247,800036665,44,Developer,11968.51,1254.38,3,4,16.0,2,"Not Specified, and Auto Loan",21,18,10.325,0,Standard,685.74,32.10625,24 Years and 9 Months,No,18.07,83.79625,Low_spent_Large_value_payments,303.56875,Standard
11961,CUS_0xc249,43215017,54,Doctor,24057.73,2279.81,3,7,13.0,3,"Home Equity Loan, Not Specified, and Home Equity Loan",8,14,9.355,1,Standard,633.61,35.0175,19 Years and 5 Months,No,50.04,117.97874999999999,Low_spent_Medium_value_payments,318.46500000000003,Good
